,make,model,priceUSD,year,condition,mileage(kilometers),fuel_type,volume(cm3),color,transmission,drive_unit,segment
2284,volkswagen,touareg,22600,2012,with mileage,210000,diesel,3000,black,auto,all-wheel drive,J
2286,nissan,qashqai,16400,2016,with mileage,72000,petrol,2000,white,auto,front-wheel drive,J
2290,skoda,yeti,8500,2011,with mileage,152800,petrol,1200,red,mechanics,front-wheel drive,J
2297,volkswagen,tiguan,8100,2008,with mileage,136000,petrol,1400,blue,mechanics,part-time four-wheel drive,J
2313,nissan,juke,13000,2015,with mileage,73000,petrol,1600,blue,auto,front-wheel drive,J
2324,kia,sportage,11850,2011,with mileage,185000,diesel,1700,brown,mechanics,front-wheel drive,J
2327,kia,sportage,13700,2013,with mileage,73500,petrol,2000,gray,mechanics,front-wheel drive,J
2329,hyundai,santa-fe,17500,2013,with mileage,110000,petrol,2400,brown,auto,all-wheel drive,J
2333,nissan,qashqai,16150,2017,with mileage,149863,petrol,2000,black,auto,part-time four-wheel drive,J
2340,hyundai,santa-fe,19500,2013,with mileage,106000,diesel,2200,black,auto,part-time four-wheel drive,J
2346,kia,sorento,8200,2008,with mileage,258000,petrol,3300,gray,auto,part-time four-wheel drive,J
2355,mazda,cx-7,7900,2008,with mileage,91000,petrol,2300,silver,auto,all-wheel drive,J
2370,mercedes-benz,m-klass,12000,2006,with mileage,220000,petrol,5000,silver,auto,all-wheel drive,J
2383,bmw,x5,13600,2005,with mileage,309000,diesel,3000,black,auto,all-wheel drive,J
2390,bmw,x5,15999,2008,with mileage,186000,diesel,3000,blue,auto,all-wheel drive,J
2395,volkswagen,tiguan,13500,2012,with mileage,151000,diesel,2000,white,auto,all-wheel drive,J
2417,volvo,xc90,9200,2004,with mileage,225307.6,petrol,2500,silver,auto,all-wheel drive,J
2419,mercedes-benz,gl-klass,33000,2013,with mileage,199725,diesel,3000,black,auto,all-wheel drive,J
2433,bmw,x5,21200,2010,with mileage,337000,diesel,3000,brown,auto,all-wheel drive,J
2447,audi,q5,51700,2019,with mileage,10,petrol,1984,black,auto,all-wheel drive,J
2452,suzuki,sx4,7843,2008,with mileage,130000,petrol,1600,red,mechanics,front-wheel drive,J
2457,kia,sportage,12300,2012,with mileage,130000,petrol,2000,brown,mechanics,part-time four-wheel drive,J
2463,volvo,xc60,12900,2011,with mileage,110,petrol,2000,black,auto,front-wheel drive,J
2464,renault,duster,9400,2013,with mileage,135000,petrol,2000,black,mechanics,part-time four-wheel drive,J
2470,hyundai,tucson,22500,2017,with mileage,42000,petrol,2000,burgundy,auto,front-wheel drive,J
2486,lexus,rx,9500,2006,with mileage,295000,petrol,3500,gray,auto,all-wheel drive,J
2491,honda,cr-v,17000,2012,with mileage,133575.22,petrol,2400,white,auto,part-time four-wheel drive,J
2494,lada-vaz,2131-niva,1474,2001,with mileage,120000,petrol,1700,green,mechanics,part-time four-wheel drive,J
2499,nissan,terrano,10215,2014,with mileage,77000,petrol,2000,gray,mechanics,part-time four-wheel drive,J
2500,nissan,murano,10699,2009,with mileage,113150,petrol,3500,gray,auto,all-wheel drive,J
2506,volvo,xc60,14300,2010,with mileage,164000,petrol,2000,white,auto,front-wheel drive,J
2507,toyota,land-cruiser-prado,18590,2008,with mileage,157000,petrol,4000,silver,auto,all-wheel drive,J
2512,hyundai,santa-fe,13900,2010,with mileage,135000,diesel,2200,white,auto,all-wheel drive,J
2515,subaru,forester,6500,2005,with mileage,286462.52,petrol,2500,red,mechanics,all-wheel drive,J
2518,volvo,xc90,12900,2007,with mileage,310000,diesel,2400,other,auto,all-wheel drive,J
2522,skoda,yeti,7500,2010,with mileage,111000,petrol,1197,brown,auto,front-wheel drive,J
2526,land-rover,discovery,17000,2009,with mileage,223000,diesel,3000,brown,auto,all-wheel drive,J
2532,volkswagen,touareg,9800,2008,with mileage,210000,diesel,2500,black,auto,part-time four-wheel drive,J
2535,bmw,x6,29500,2012,with mileage,90000,diesel,3000,black,auto,all-wheel drive,J
2537,hyundai,santa-fe,21700,2014,with mileage,107000,petrol,2400,white,auto,all-wheel drive,J
2540,mazda,cx-5,16500,2013,with mileage,106000,petrol,2000,black,auto,front-wheel drive,J
2553,audi,q3,19000,2014,with mileage,90000,petrol,2000,black,auto,all-wheel drive,J
2560,bmw,x5,6500,2003,with mileage,230000,petrol,4400,silver,auto,all-wheel drive,J
2564,mercedes-benz,m-klass,8300,2007,with mileage,300000,petrol,3500,black,auto,all-wheel drive,J
2574,great-wall,hover,2700,2008,with damage,180000,diesel,2800,black,mechanics,all-wheel drive,J
2577,hyundai,ix35,13300,2012,with mileage,83400,petrol,2000,white,mechanics,front-wheel drive,J
2578,bmw,x5,9500,2001,with mileage,380000,diesel,3000,silver,auto,all-wheel drive,J
2579,mitsubishi,pajero,7500,2000,with mileage,2500000,diesel,3200,silver,mechanics,part-time four-wheel drive,J
2583,jeep,grand-cherokee,6300,2000,with mileage,281634.5,petrol,4000,burgundy,auto,part-time four-wheel drive,J
2584,ford,kuga,14500,2013,with mileage,97000,petrol,1600,black,auto,part-time four-wheel drive,J
2588,opel,mokka,9200,2012,with mileage,138000,petrol,1800,silver,mechanics,front-wheel drive,J
2589,hyundai,santa-fe,13750,2011,with mileage,135000,petrol,2400,brown,auto,part-time four-wheel drive,J
2590,bmw,x1,23750,2016,with mileage,108000,diesel,2000,white,auto,part-time four-wheel drive,J
2592,subaru,forester,21500,2014,with mileage,85929,petrol,2500,other,auto,all-wheel drive,J
2594,bmw,x5,8500,2001,with mileage,404000,diesel,3000,blue,auto,all-wheel drive,J
2597,bmw,x1,14900,2013,with mileage,95500,petrol,2000,blue,auto,all-wheel drive,J
2600,land-rover,range-rover-sport,13950,2006,with mileage,310000,petrol,4200,burgundy,auto,all-wheel drive,J
2628,volkswagen,touareg,9000,2006,with mileage,381000,diesel,2500,gray,auto,part-time four-wheel drive,J
2637,subaru,forester,6300,2004,with mileage,200000,petrol,2500,green,auto,all-wheel drive,J
2641,land-rover,range-rover,108000,2018,with mileage,30000,diesel,3000,black,auto,all-wheel drive,J
2642,lada-vaz,2121-niva,5300,2012,with mileage,56000,petrol,1700,green,mechanics,all-wheel drive,J
2645,great-wall,hover-h3,6700,2011,with mileage,83000,petrol,2000,silver,mechanics,part-time four-wheel drive,J
2646,bmw,x1,23500,2016,with mileage,88000,petrol,2000,white,auto,all-wheel drive,J
2652,nissan,pathfinder,15300,2008,with mileage,241000,diesel,2500,black,mechanics,part-time four-wheel drive,J
2654,toyota,rav4,10500,2007,with mileage,110000,petrol,2400,black,auto,front-wheel drive,J
2656,skoda,yeti,10850,2015,with mileage,94000,petrol,1800,gray,mechanics,all-wheel drive,J
2657,audi,q7,20000,2010,with mileage,195000,diesel,4200,blue,auto,all-wheel drive,J
2659,bmw,x5,14700,2006,with mileage,270000,diesel,3000,black,auto,part-time four-wheel drive,J
2661,mazda,cx-5,22817,2017,with mileage,29500,petrol,1997,black,auto,front-wheel drive,J
2667,hyundai,santa-fe,19450,2013,with mileage,157000,diesel,2200,white,auto,part-time four-wheel drive,J
2675,mazda,cx-5,15900,2013,with mileage,95000,petrol,2500,black,auto,all-wheel drive,J
2679,mitsubishi,pajero,6950,2002,with mileage,272000,diesel,3200,green,mechanics,part-time four-wheel drive,J
2682,mazda,cx-7,9900,2011,with mileage,106500,petrol,2300,silver,auto,all-wheel drive,J
2685,lexus,rx,12100,2006,with mileage,225000,petrol,3300,silver,auto,part-time four-wheel drive,J
2687,mazda,cx-5,24500,2017,with mileage,140000,petrol,2500,white,auto,all-wheel drive,J
2703,bmw,x5,10000,2005,with mileage,231000,petrol,3000,black,auto,all-wheel drive,J
2715,volvo,xc90,8300,2003,with mileage,266788.3385,petrol,2500,white,auto,all-wheel drive,J
2719,audi,q7,49000,2015,with mileage,129000,petrol,3000,white,auto,all-wheel drive,J
2738,ssangyong,rexton,9500,2009,with mileage,195000,diesel,2700,black,auto,part-time four-wheel drive,J
2768,renault,kadjar,16900,2016,with mileage,162000,diesel,1500,gray,auto,front-wheel drive,J
2771,nissan,qashqai,12500,2013,with mileage,215000,diesel,1500,white,mechanics,front-wheel drive,J
2778,volkswagen,touareg,13800,2008,with mileage,290000,diesel,3000,black,auto,all-wheel drive,J
2779,subaru,forester,3500,2001,with mileage,200000,petrol,2500,blue,auto,all-wheel drive,J
2792,kia,sportage,22300,2017,with mileage,69000,petrol,2000,black,auto,all-wheel drive,J
